session_id,timestamp,hypothesis,workload,config_g,config_c,iteration,run_type,cycles,cache_misses,branch_misses,page_faults,context_switches
20260715_161841,2026-07-15T16:21:52.331395,H1,lat_mem_rd,on,100000,11,tool_overhead,1400000,2700,1700,152,7
20260715_161841,2026-07-15T16:21:59.841353,H1,lat_mem_rd,on,100000,12,workload_baseline,10010200000,41000,799000,483,52
20260715_161841,2026-07-15T16:22:08.296870,H1,lat_mem_rd,on,100000,12,tool_overhead,1100000,2800,2400,148,7
20260715_161841,2026-07-15T16:22:15.811979,H1,lat_mem_rd,on,100000,13,workload_baseline,10009600000,52000,804000,3120,52
20260715_161841,2026-07-15T16:22:24.259449,H1,lat_mem_rd,on,100000,13,tool_overhead,1150000,2200,1100,144,9
20260715_161841,2026-07-15T16:22:31.780472,H1,lat_mem_rd,on,100000,14,workload_baseline,9995900000,33527000,1201000,57895,58
20260715_161841,2026-07-15T16:22:40.257126,H1,lat_mem_rd,on,100000,14,tool_overhead,1300000,2500,1600,174,7
20260715_161841,2026-07-15T16:22:47.784803,H1,lat_mem_rd,on,100000,15,workload_baseline,10011200000,56000,792000,526,54
20260715_161841,2026-07-15T16:22:56.205064,H1,lat_mem_rd,on,100000,15,tool_overhead,750000,2500,700,180,7
20260715_161841,2026-07-15T16:23:03.716279,H1,lat_mem_rd,on,100000,16,workload_baseline,10009100000,95000,793000,8108,54
20260715_161841,2026-07-15T16:23:12.147938,H1,lat_mem_rd,on,100000,16,tool_overhead,6100000,11300,11900,148,18
20260715_161841,2026-07-15T16:23:19.645791,H1,lat_mem_rd,on,100000,17,workload_baseline,9952700000,49000,804000,442,47
20260715_161841,2026-07-15T16:23:28.085140,H1,lat_mem_rd,on,100000,17,tool_overhead,1150000,2000,1400,176,7
20260715_161841,2026-07-15T16:23:35.602259,H1,lat_mem_rd,on,100000,18,workload_baseline,10010600000,44000,812000,611,54
20260715_161841,2026-07-15T16:23:44.043107,H1,lat_mem_rd,on,100000,18,tool_overhead,1100000,2900,1600,150,7
20260715_161841,2026-07-15T16:23:51.545569,H1,lat_mem_rd,on,100000,19,workload_baseline,9987800000,7661000,861000,15796,54
20260715_161841,2026-07-15T16:23:59.986536,H1,lat_mem_rd,on,100000,19,tool_overhead,9750000,18500,20100,144,22
20260715_161841,2026-07-15T16:24:07.507139,H1,lat_mem_rd,on,100000,20,workload_baseline,10011400000,53000,804000,466,56
20260715_161841,2026-07-15T16:24:15.950245,H1,lat_mem_rd,on,100000,20,tool_overhead,1450000,3000,2400,146,7
20260715_161841,2026-07-15T16:24:23.446223,H1,lat_mem_rd,on,100000,21,workload_baseline,10010700000,47000,824000,776,52
20260715_161841,2026-07-15T16:24:31.887249,H1,lat_mem_rd,on,100000,21,tool_overhead,1100000,2600,1100,172,7
20260715_161841,2026-07-15T16:24:39.396736,H1,lat_mem_rd,on,100000,22,workload_baseline,10000500000,29047000,1051000,31156,52
20260715_161841,2026-07-15T16:24:47.840826,H1,lat_mem_rd,on,100000,22,tool_overhead,3000000,5900,5300,19,12
20260715_161841,2026-07-15T16:24:55.355200,H1,lat_mem_rd,on,100000,23,workload_baseline,10011600000,35000,801000,472,52
20260715_161841,2026-07-15T16:25:03.797369,H1,lat_mem_rd,on,100000,23,tool_overhead,1400000,3100,1700,151,7
20260715_161841,2026-07-15T16:25:11.312902,H1,lat_mem_rd,on,100000,24,workload_baseline,10011500000,51000,832000,1393,52
20260715_161841,2026-07-15T16:25:19.756344,H1,lat_mem_rd,on,100000,24,tool_overhead,1200000,3400,1800,148,7
20260715_161841,2026-07-15T16:25:27.271836,H1,lat_mem_rd,on,100000,25,workload_baseline,9997200000,50811000,1285000,53574,44
20260715_161841,2026-07-15T16:25:35.695907,H1,lat_mem_rd,on,100000,25,tool_overhead,1300000,2600,1100,146,7
20260715_161841,2026-07-15T16:25:43.209652,H1,lat_mem_rd,on,100000,26,workload_baseline,10010900000,50000,794000,480,48
20260715_161841,2026-07-15T16:25:51.638618,H1,lat_mem_rd,on,100000,26,tool_overhead,1350000,2800,1100,150,7
20260715_161841,2026-07-15T16:25:59.214262,H1,lat_mem_rd,on,100000,27,workload_baseline,10010700000,51000,802000,3116,48
20260715_161841,2026-07-15T16:26:07.639042,H1,lat_mem_rd,on,100000,27,tool_overhead,1350000,2700,1600,149,9
20260715_161841,2026-07-15T16:26:15.140428,H1,lat_mem_rd,on,100000,28,workload_baseline,9997200000,35006000,1193000,57785,40
20260715_161841,2026-07-15T16:26:23.580192,H1,lat_mem_rd,on,100000,28,tool_overhead,1250000,2800,1200,150,7
20260715_161841,2026-07-15T16:26:31.131052,H1,lat_mem_rd,on,100000,29,workload_baseline,10011700000,41000,799000,646,56
20260715_161841,2026-07-15T16:26:39.561635,H1,lat_mem_rd,on,100000,29,tool_overhead,1450000,3300,2300,142,7
20260715_161841,2026-07-15T16:26:47.072433,H1,lat_mem_rd,on,100000,30,workload_baseline,10010700000,49000,787000,5804,48
20260715_161841,2026-07-15T16:26:55.525316,H1,lat_mem_rd,on,100000,30,tool_overhead,3850000,8200,6200,144,15
20260715_161841,2026-07-15T16:27:03.044191,H1,lat_mem_rd,on,100000,31,workload_baseline,10012200000,269000,824000,563,46
20260715_161841,2026-07-15T16:27:11.527957,H1,lat_mem_rd,on,100000,31,tool_overhead,1150000,2900,700,147,7
20260715_161841,2026-07-15T16:27:19.042304,H1,lat_mem_rd,on,100000,32,workload_baseline,10012000000,33000,810000,606,48
20260715_161841,2026-07-15T16:27:27.487355,H1,lat_mem_rd,on,100000,32,tool_overhead,1200000,3300,1000,146,7
20260715_161841,2026-07-15T16:27:35.006084,H1,lat_mem_rd,on,100000,33,workload_baseline,10006200000,7557000,859000,15792,50
20260715_161841,2026-07-15T16:27:43.449909,H1,lat_mem_rd,on,100000,33,tool_overhead,4300000,9200,7200,146,13
20260715_161841,2026-07-15T16:27:50.952010,H1,lat_mem_rd,on,100000,34,workload_baseline,10011700000,33000,802000,464,48
20260715_161841,2026-07-15T16:27:59.450920,H1,lat_mem_rd,on,100000,34,tool_overhead,1550000,3000,2600,147,7
20260715_161841,2026-07-15T16:28:06.978282,H1,lat_mem_rd,on,100000,35,workload_baseline,10010000000,55000,823000,771,50
20260715_161841,2026-07-15T16:28:15.406479,H1,lat_mem_rd,on,100000,35,tool_overhead,1250000,3100,1000,150,7
20260715_161841,2026-07-15T16:28:22.919084,H1,lat_mem_rd,on,100000,36,workload_baseline,10004200000,30189000,1054000,31152,48
20260715_161841,2026-07-15T16:28:31.366750,H1,lat_mem_rd,on,100000,36,tool_overhead,5200000,10700,9200,180,18
20260715_161841,2026-07-15T16:28:38.885127,H1,lat_mem_rd,on,100000,37,workload_baseline,10010600000,61000,796000,469,48
20260715_161841,2026-07-15T16:28:47.323219,H1,lat_mem_rd,on,100000,37,tool_overhead,1300000,3100,1400,150,7
20260715_161841,2026-07-15T16:28:54.842323,H1,lat_mem_rd,on,100000,38,workload_baseline,10010600000,75000,869000,1393,246
20260715_161841,2026-07-15T16:29:03.276743,H1,lat_mem_rd,on,100000,38,tool_overhead,2150000,5700,4300,155,7
20260715_161841,2026-07-15T16:29:10.789107,H1,lat_mem_rd,on,100000,39,workload_baseline,9996600000,50637000,1331000,53575,346
20260715_161841,2026-07-15T16:29:19.235208,H1,lat_mem_rd,on,100000,39,tool_overhead,1950000,3000,3400,146,7
20260715_161841,2026-07-15T16:29:26.753891,H1,lat_mem_rd,on,100000,40,workload_baseline,10011900000,49000,810000,483,80
20260715_161841,2026-07-15T16:29:35.211016,H1,lat_mem_rd,on,100000,40,tool_overhead,1500000,2500,1700,144,7
20260715_161841,2026-07-15T16:29:42.759230,H1,lat_mem_rd,on,100000,41,workload_baseline,10010500000,61000,826000,3120,168
20260715_161841,2026-07-15T16:29:51.257895,H1,lat_mem_rd,on,100000,41,tool_overhead,1950000,4800,2500,158,10
20260715_161841,2026-07-15T16:29:58.781332,H1,lat_mem_rd,on,100000,42,workload_baseline,10000700000,26068000,1120000,33216,420
20260715_161841,2026-07-15T16:30:07.227606,H1,lat_mem_rd,on,100000,42,tool_overhead,1300000,2400,900,153,7
20260715_161841,2026-07-15T16:30:14.735550,H1,lat_mem_rd,on,100000,43,workload_baseline,10010900000,55000,797000,529,48
20260715_161841,2026-07-15T16:30:23.225340,H1,lat_mem_rd,on,100000,43,tool_overhead,1550000,2500,1800,147,7
20260715_161841,2026-07-15T16:30:30.742845,H1,lat_mem_rd,on,100000,44,workload_baseline,10009600000,1075000,791000,8112,48
20260715_161841,2026-07-15T16:30:39.184278,H1,lat_mem_rd,on,100000,44,tool_overhead,5800000,10200,9800,148,14
20260715_161841,2026-07-15T16:30:46.687196,H1,lat_mem_rd,on,100000,45,workload_baseline,10011500000,52000,790000,456,48
20260715_161841,2026-07-15T16:30:55.131292,H1,lat_mem_rd,on,100000,45,tool_overhead,1500000,3300,1800,148,7
20260715_161841,2026-07-15T16:31:02.646587,H1,lat_mem_rd,on,100000,46,workload_baseline,10010500000,65000,820000,677,48
20260715_161841,2026-07-15T16:31:11.081176,H1,lat_mem_rd,on,100000,46,tool_overhead,2000000,3900,4000,148,7
20260715_161841,2026-07-15T16:31:18.621625,H1,lat_mem_rd,on,100000,47,workload_baseline,10004000000,18567000,1016000,21936,436
20260715_161841,2026-07-15T16:31:27.055391,H1,lat_mem_rd,on,100000,47,tool_overhead,4300000,7900,6700,144,19
20260715_161841,2026-07-15T16:31:34.573190,H1,lat_mem_rd,on,100000,48,workload_baseline,10011900000,45000,809000,466,60
20260715_161841,2026-07-15T16:31:43.003968,H1,lat_mem_rd,on,100000,48,tool_overhead,1850000,3500,3000,144,7
20260715_161841,2026-07-15T16:31:50.518209,H1,lat_mem_rd,on,100000,49,workload_baseline,10011300000,57000,832000,1103,48
20260715_161841,2026-07-15T16:31:58.940713,H1,lat_mem_rd,on,100000,49,tool_overhead,1350000,2900,1900,149,7
20260715_161841,2026-07-15T16:32:06.503489,H1,lat_mem_rd,on,100000,50,workload_baseline,10001500000,47270000,1229000,37185,242
20260715_161841,2026-07-15T16:32:14.947848,H1,lat_mem_rd,on,100000,50,tool_overhead,2000000,3800,3200,144,7
20260715_161841,2026-07-15T16:32:22.449893,H1,lat_mem_rd,on,100000,51,workload_baseline,10011100000,90000,831000,475,142
20260715_161841,2026-07-15T16:32:30.906393,H1,lat_mem_rd,on,100000,51,tool_overhead,1350000,2500,2300,148,7
20260715_161841,2026-07-15T16:32:38.417046,H1,lat_mem_rd,on,100000,52,workload_baseline,10011000000,45000,825000,2657,56
20260715_161841,2026-07-15T16:32:46.852896,H1,lat_mem_rd,on,100000,52,tool_overhead,2000000,4500,1800,146,8
20260715_161841,2026-07-15T16:32:54.378934,H1,lat_mem_rd,on,100000,53,workload_baseline,9991800000,47575000,1309000,74185,45
20260715_161841,2026-07-15T16:33:02.814240,H1,lat_mem_rd,on,100000,53,tool_overhead,1500000,2700,2100,144,7
20260715_161841,2026-07-15T16:33:10.387062,H1,lat_mem_rd,on,100000,54,workload_baseline,10011700000,48000,799000,579,54
20260715_161841,2026-07-15T16:33:18.830927,H1,lat_mem_rd,on,100000,54,tool_overhead,1500000,3300,2200,148,7
20260715_161841,2026-07-15T16:33:26.385495,H1,lat_mem_rd,on,100000,55,workload_baseline,10010900000,51000,797000,4276,52
20260715_161841,2026-07-15T16:33:34.836540,H1,lat_mem_rd,on,100000,55,tool_overhead,2250000,4500,2700,162,10
20260715_161841,2026-07-15T16:33:42.364078,H1,lat_mem_rd,on,100000,56,workload_baseline,10011800000,15488000,877000,127,17
20260715_161841,2026-07-15T16:33:50.805475,H1,lat_mem_rd,on,100000,56,tool_overhead,1700000,2800,3500,153,7
20260715_161841,2026-07-15T16:33:58.310796,H1,lat_mem_rd,on,100000,57,workload_baseline,10012100000,41000,787000,487,48
20260715_161841,2026-07-15T16:34:06.757045,H1,lat_mem_rd,on,100000,57,tool_overhead,1500000,3300,2100,150,7
20260715_161841,2026-07-15T16:34:14.267698,H1,lat_mem_rd,on,100000,58,workload_baseline,10010500000,41000,797000,3738,54
20260715_161841,2026-07-15T16:34:22.702986,H1,lat_mem_rd,on,100000,58,tool_overhead,2150000,4800,3000,144,11
20260715_161841,2026-07-15T16:34:30.262984,H1,lat_mem_rd,on,100000,59,workload_baseline,10003900000,26526000,1048000,33219,40
20260715_161841,2026-07-15T16:34:38.699064,H1,lat_mem_rd,on,100000,59,tool_overhead,1400000,3300,2200,150,7
20260715_161841,2026-07-15T16:34:46.216096,H1,lat_mem_rd,on,100000,60,workload_baseline,10011000000,48000,793000,532,48
20260715_161841,2026-07-15T16:34:54.689421,H1,lat_mem_rd,on,100000,60,tool_overhead,1350000,3600,1600,145,7
20260715_161841,2026-07-15T16:35:02.202355,H1,lat_mem_rd,on,100000,61,workload_baseline,10010100000,119000,789000,8116,49
20260715_161841,2026-07-15T16:35:10.703724,H1,lat_mem_rd,on,100000,61,tool_overhead,5750000,12300,10900,61,17
20260715_161841,2026-07-15T16:35:18.219452,H1,lat_mem_rd,on,100000,62,workload_baseline,10011000000,23000,796000,455,48
20260715_161841,2026-07-15T16:35:26.665413,H1,lat_mem_rd,on,100000,62,tool_overhead,1350000,3300,2300,146,7
20260715_161841,2026-07-15T16:35:34.183934,H1,lat_mem_rd,on,100000,63,workload_baseline,10011200000,48000,821000,677,50
20260715_161841,2026-07-15T16:35:42.602985,H1,lat_mem_rd,on,100000,63,tool_overhead,1350000,3200,1400,151,7
20260715_161841,2026-07-15T16:35:50.115236,H1,lat_mem_rd,on,100000,64,workload_baseline,9996300000,19697000,957000,21936,51
20260715_161841,2026-07-15T16:35:58.558676,H1,lat_mem_rd,on,100000,64,tool_overhead,5550000,11600,10400,148,15
20260715_161841,2026-07-15T16:36:06.073084,H1,lat_mem_rd,on,100000,65,workload_baseline,10010900000,25000,795000,471,50
20260715_161841,2026-07-15T16:36:14.516932,H1,lat_mem_rd,on,100000,65,tool_overhead,1400000,3600,2200,146,7
20260715_161841,2026-07-15T16:36:22.029810,H1,lat_mem_rd,on,100000,66,workload_baseline,10011500000,37000,831000,920,50
20260715_161841,2026-07-15T16:36:30.473125,H1,lat_mem_rd,on,100000,66,tool_overhead,1200000,2800,1600,148,7
20260715_161841,2026-07-15T16:36:37.977745,H1,lat_mem_rd,on,100000,67,workload_baseline,10001600000,45427000,1194000,43444,48
20260715_161841,2026-07-15T16:36:46.433752,H1,lat_mem_rd,on,100000,67,tool_overhead,2300000,3900,2900,80,8
20260715_161841,2026-07-15T16:36:53.950730,H1,lat_mem_rd,on,100000,68,workload_baseline,10010900000,44000,802000,477,48
20260715_161841,2026-07-15T16:37:02.381572,H1,lat_mem_rd,on,100000,68,tool_overhead,1150000,3100,1500,160,7
20260715_161841,2026-07-15T16:37:09.905438,H1,lat_mem_rd,on,100000,69,workload_baseline,10010300000,45000,823000,1781,48
20260715_161841,2026-07-15T16:37:18.327930,H1,lat_mem_rd,on,100000,69,tool_overhead,1700000,3800,2200,147,7
20260715_161841,2026-07-15T16:37:25.847663,H1,lat_mem_rd,on,100000,70,workload_baseline,9985000000,50779000,1345000,77775,40
20260715_161841,2026-07-15T16:37:34.294993,H1,lat_mem_rd,on,100000,70,tool_overhead,1300000,2900,1000,146,7
20260715_161841,2026-07-15T16:37:41.794455,H1,lat_mem_rd,on,100000,71,workload_baseline,10011200000,38000,795000,616,56
20260715_161841,2026-07-15T16:37:50.225976,H1,lat_mem_rd,on,100000,71,tool_overhead,1400000,2900,2100,157,7
20260715_161841,2026-07-15T16:37:57.739055,H1,lat_mem_rd,on,100000,72,workload_baseline,10010300000,49000,792000,4276,48
20260715_161841,2026-07-15T16:38:06.173170,H1,lat_mem_rd,on,100000,72,tool_overhead,3450000,7500,5300,137,10
20260715_161841,2026-07-15T16:38:13.696676,H1,lat_mem_rd,on,100000,73,workload_baseline,10000900000,21940000,1040000,33219,41
20260715_161841,2026-07-15T16:38:22.135149,H1,lat_mem_rd,on,100000,73,tool_overhead,1350000,3700,2200,144,7
20260715_161841,2026-07-15T16:38:29.652026,H1,lat_mem_rd,on,100000,74,workload_baseline,10011500000,44000,796000,537,50
20260715_161841,2026-07-15T16:38:38.085029,H1,lat_mem_rd,on,100000,74,tool_overhead,1300000,2700,1200,148,7
20260715_161841,2026-07-15T16:38:45.596661,H1,lat_mem_rd,on,100000,75,workload_baseline,10009200000,288000,782000,8120,48
20260715_161841,2026-07-15T16:38:54.051189,H1,lat_mem_rd,on,100000,75,tool_overhead,3200000,6200,5000,144,11
20260715_161841,2026-07-15T16:39:01.612927,H1,lat_mem_rd,on,100000,76,workload_baseline,10011300000,44000,796000,460,48
20260715_161841,2026-07-15T16:39:10.061109,H1,lat_mem_rd,on,100000,76,tool_overhead,2300000,2700,3700,146,7
20260715_161841,2026-07-15T16:39:17.581869,H1,lat_mem_rd,on,100000,77,workload_baseline,10011800000,48000,813000,681,48
20260715_161841,2026-07-15T16:39:26.028949,H1,lat_mem_rd,on,100000,77,tool_overhead,1650000,3200,2700,146,7
20260715_161841,2026-07-15T16:39:33.550829,H1,lat_mem_rd,on,100000,78,workload_baseline,10004400000,22793000,966000,21940,46
20260715_161841,2026-07-15T16:39:41.989711,H1,lat_mem_rd,on,100000,78,tool_overhead,3050000,7300,5300,148,16
20260715_161841,2026-07-15T16:39:49.510937,H1,lat_mem_rd,on,100000,79,workload_baseline,10011600000,48000,789000,467,48
20260715_161841,2026-07-15T16:39:57.931391,H1,lat_mem_rd,on,100000,79,tool_overhead,1350000,2800,1100,149,7
20260715_161841,2026-07-15T16:40:05.448634,H1,lat_mem_rd,on,100000,80,workload_baseline,10011400000,44000,828000,1103,48
20260715_161841,2026-07-15T16:40:13.896314,H1,lat_mem_rd,on,100000,80,tool_overhead,1250000,3300,1000,148,7
20260715_161841,2026-07-15T16:40:21.412578,H1,lat_mem_rd,on,100000,81,workload_baseline,10001300000,48128000,1262000,42948,54
20260715_161841,2026-07-15T16:40:29.850724,H1,lat_mem_rd,on,100000,81,tool_overhead,1000000,2700,1600,146,7
20260715_161841,2026-07-15T16:40:37.373496,H1,lat_mem_rd,on,100000,82,workload_baseline,10011000000,43000,793000,476,48
20260715_161841,2026-07-15T16:40:45.817782,H1,lat_mem_rd,on,100000,82,tool_overhead,1350000,3000,1100,144,7
20260715_161841,2026-07-15T16:40:53.325961,H1,lat_mem_rd,on,100000,83,workload_baseline,10011000000,37000,812000,2352,46
20260715_161841,2026-07-15T16:41:01.770961,H1,lat_mem_rd,on,100000,83,tool_overhead,1850000,4000,2200,148,8
20260715_161841,2026-07-15T16:41:09.286026,H1,lat_mem_rd,on,100000,84,workload_baseline,9993900000,45685000,1287000,67512,40
20260715_161841,2026-07-15T16:41:17.726183,H1,lat_mem_rd,on,100000,84,tool_overhead,1350000,2500,2100,148,7
20260715_161841,2026-07-15T16:41:25.231580,H1,lat_mem_rd,on,100000,85,workload_baseline,10011100000,39000,791000,638,54
20260715_161841,2026-07-15T16:41:33.667230,H1,lat_mem_rd,on,100000,85,tool_overhead,1550000,2900,1200,148,7
20260715_161841,2026-07-15T16:41:41.185987,H1,lat_mem_rd,on,100000,86,workload_baseline,10010300000,91000,912000,5816,610
20260715_161841,2026-07-15T16:41:49.629311,H1,lat_mem_rd,on,100000,86,tool_overhead,2550000,5600,3800,150,11
20260715_161841,2026-07-15T16:41:57.141680,H1,lat_mem_rd,on,100000,87,workload_baseline,10012100000,11485000,876000,448,38
20260715_161841,2026-07-15T16:42:05.578797,H1,lat_mem_rd,on,100000,87,tool_overhead,1050000,2900,900,148,7
20260715_161841,2026-07-15T16:42:13.087598,H1,lat_mem_rd,on,100000,88,workload_baseline,10011500000,84000,943000,735,642
20260715_161841,2026-07-15T16:42:21.522110,H1,lat_mem_rd,on,100000,88,tool_overhead,1400000,2800,1200,144,7
20260715_161841,2026-07-15T16:42:29.033060,H1,lat_mem_rd,on,100000,89,workload_baseline,10005700000,5158000,942000,15792,622
20260715_161841,2026-07-15T16:42:37.478965,H1,lat_mem_rd,on,100000,89,tool_overhead,12000000,22000,24400,15,25
20260715_161841,2026-07-15T16:42:44.976802,H1,lat_mem_rd,on,100000,90,workload_baseline,10011900000,80000,900000,468,558
20260715_161841,2026-07-15T16:42:53.405060,H1,lat_mem_rd,on,100000,90,tool_overhead,1450000,2500,2200,149,7
20260715_161841,2026-07-15T16:43:00.923854,H1,lat_mem_rd,on,100000,91,workload_baseline,10010200000,44000,829000,919,48
20260715_161841,2026-07-15T16:43:09.363027,H1,lat_mem_rd,on,100000,91,tool_overhead,2350000,3600,3800,148,7
20260715_161841,2026-07-15T16:43:16.886421,H1,lat_mem_rd,on,100000,92,workload_baseline,10000500000,39006000,1162000,43444,46
20260715_161841,2026-07-15T16:43:25.328452,H1,lat_mem_rd,on,100000,92,tool_overhead,1450000,2400,2900,2,8
20260715_161841,2026-07-15T16:43:32.832543,H1,lat_mem_rd,on,100000,93,workload_baseline,10011200000,50000,800000,474,46
20260715_161841,2026-07-15T16:43:41.328246,H1,lat_mem_rd,on,100000,93,tool_overhead,1500000,3300,2100,145,7
20260715_161841,2026-07-15T16:43:48.841741,H1,lat_mem_rd,on,100000,94,workload_baseline,10011200000,66000,825000,1777,46
20260715_161841,2026-07-15T16:43:57.321902,H1,lat_mem_rd,on,100000,94,tool_overhead,2650000,4700,3800,153,8
20260715_161841,2026-07-15T16:44:04.842429,H1,lat_mem_rd,on,100000,95,workload_baseline,9988700000,50245000,1382000,86450,44
20260715_161841,2026-07-15T16:44:13.280587,H1,lat_mem_rd,on,100000,95,tool_overhead,2100000,3700,3600,148,7
20260715_161841,2026-07-15T16:44:20.795181,H1,lat_mem_rd,on,100000,96,workload_baseline,10011200000,48000,793000,491,46
20260715_161841,2026-07-15T16:44:29.230168,H1,lat_mem_rd,on,100000,96,tool_overhead,1950000,3700,4100,160,7
20260715_161841,2026-07-15T16:44:36.745926,H1,lat_mem_rd,on,100000,97,workload_baseline,10010900000,99000,795000,3128,46
20260715_161841,2026-07-15T16:44:45.175038,H1,lat_mem_rd,on,100000,97,tool_overhead,2350000,3900,2800,149,10
20260715_161841,2026-07-15T16:44:52.686816,H1,lat_mem_rd,on,100000,98,workload_baseline,10005000000,28543000,1076000,33220,38
20260715_161841,2026-07-15T16:45:01.165868,H1,lat_mem_rd,on,100000,98,tool_overhead,1450000,2200,1800,149,7
20260715_161841,2026-07-15T16:45:08.684967,H1,lat_mem_rd,on,100000,99,workload_baseline,10012500000,40000,791000,537,46
20260715_161841,2026-07-15T16:45:17.132215,H1,lat_mem_rd,on,100000,99,tool_overhead,1700000,3000,3200,148,7
20260715_161841,2026-07-15T16:45:24.634616,H1,lat_mem_rd,on,100000,100,workload_baseline,10009900000,159000,788000,8120,46
20260715_161841,2026-07-15T16:45:33.072143,H1,lat_mem_rd,on,100000,100,tool_overhead,3600000,6100,6800,64,12
20260715_161841,2026-07-15T16:45:40.580901,H1,lat_mem_rd,on,100000,101,workload_baseline,10011500000,42000,793000,460,46
20260715_161841,2026-07-15T16:45:49.023613,H1,lat_mem_rd,on,100000,101,tool_overhead,1550000,3100,2000,159,7
20260715_161841,2026-07-15T16:45:56.535789,H1,lat_mem_rd,on,100000,102,workload_baseline,10010700000,46000,819000,682,46
20260715_161841,2026-07-15T16:46:04.987633,H1,lat_mem_rd,on,100000,102,tool_overhead,1450000,3200,2300,148,7
20260715_161841,2026-07-15T16:46:12.505475,H1,lat_mem_rd,on,100000,103,workload_baseline,10005800000,21200000,961000,21940,46
20260715_161841,2026-07-15T16:46:20.980201,H1,lat_mem_rd,on,100000,103,tool_overhead,2250000,4700,3400,145,11
20260715_161841,2026-07-15T16:46:28.499224,H1,lat_mem_rd,on,100000,104,workload_baseline,10011600000,41000,798000,474,48
20260715_161841,2026-07-15T16:46:36.928409,H1,lat_mem_rd,on,100000,104,tool_overhead,1550000,2500,2600,146,7
20260715_161841,2026-07-15T16:46:44.433851,H1,lat_mem_rd,on,100000,105,workload_baseline,10011900000,38000,840000,1110,48
20260715_161841,2026-07-15T16:46:52.910883,H1,lat_mem_rd,on,100000,105,tool_overhead,1450000,3500,1300,149,6
20260715_161841,2026-07-15T16:47:00.419990,H1,lat_mem_rd,on,100000,106,workload_baseline,9993800000,49410000,1304000,61877,48
20260715_161841,2026-07-15T16:47:08.905143,H1,lat_mem_rd,on,100000,106,tool_overhead,1450000,2400,1700,147,7
20260715_161841,2026-07-15T16:47:16.414730,H1,lat_mem_rd,on,100000,107,workload_baseline,10011400000,41000,794000,473,50
20260715_161841,2026-07-15T16:47:24.854126,H1,lat_mem_rd,on,100000,107,tool_overhead,1700000,2800,2700,146,7
20260715_161841,2026-07-15T16:47:32.380081,H1,lat_mem_rd,on,100000,108,workload_baseline,10011600000,40000,811000,3484,56
20260715_161841,2026-07-15T16:47:40.823331,H1,lat_mem_rd,on,100000,108,tool_overhead,2600000,5600,3300,146,12
